title,processed_title,League Name,category
"Preview: Bristol Women vs. Man Utd Women - prediction, team news, lineups","preview : Bristol Women vs. Man Utd Women - prediction , team news , lineup",other,Others
Skinner seeing strides forward,Skinner see stride forward,other,Others
Bristol City 0-2 Manchester United: Hinata Miyazawa and Nikita Parris on target,Bristol City 0 - 2 Manchester United : Hinata Miyazawa Nikita Parris target,other,Others
Bristol City vs Manchester United LIVE: Latest Women Super League updates,Bristol City vs Manchester United LIVE : late Women Super League update,other,Others
Bristol City 0 United Women 2,Bristol City 0 United Women 2,other,Others
How to watch and follow Bristol City v United Women,watch follow Bristol City v United Women,other,Others
Ella Toone unlocks Bristol City after Mary Earps makes key save as Man Utd secure hard-earned WSL win,Ella Toone unlock Bristol City Mary Earps make key save Man Utd secure hard - earn WSL win,other,Others
Man Utd set to spend! Marc Skinner vows to 'explore' transfer market in January as Mary Earps and Co look to close ...,Man Utd set spend ! Marc Skinner vow ' explore ' transfer market January Mary Earps Co look close ...,other,Others
Sivasangari celebrates ranking jump with victory at the Hong Kong Open,sivasangari celebrate rank jump victory Hong Kong Open,other,Others
Squash queen Sivasangari nails second title of the year in Hong Kong,squash queen sivasangari nail second title year Hong Kong,other,Others
"Sivasangari climbs five rungs No. 17, eyes top 10","sivasangari climb five rung . 17 , eye top 10",other,Others
Sivasangari records biggest-career victory at HKFC Open,sivasangari record big - career victory HKFC Open,other,Others
National No. 1 Sivasangari wins again to underline her potential as future Olympics champ,National No . 1 Sivasangari win underline potential future Olympics champ,olympics,
Eleinen and Subramaniam capture Hong Kong Football Club Open titles,Eleinen Subramaniam capture Hong Kong Football Club Open title,other,Others
Sivasangari claims 13th PSA title,sivasangari claim 13th PSA title,other,Others
Sivasangari eyes grand end to season at Hong Kong Open,sivasangari eye grand end season Hong Kong Open,other,Others
Sivasangari should break into world top 20 after Hong Kong victory,Sivasangari break world top 20 Hong Kong victory,other,Others
"Eain Yow, Sivasangari storm into Hong Kong Club Open finals","Eain Yow , sivasangari storm Hong Kong Club Open final",other,Others
Eain Yow and Sivasangari could make it a double success after stunners in semis,Eain Yow Sivasangari could make double success stunner semis,other,Others
Squash: Eain Yow and Sivasangari continue spectacular run,squash : Eain Yow Sivasangari continue spectacular run,other,Others
"Sivasangari, Eain Yow storm into HKFC Open semi-finals","Sivasangari , Eain Yow storm HKFC Open semi - final",other,Others
Sky the limit for Sivasangari,sky limit Sivasangari,other,Others
Sivasangari and Eain Yow topple top guns in Hong Kong,Sivasangari Eain Yow topple top gun Hong Kong,other,Others
Squash: Sivasangari improves ranking after good Singapore outing,Squash : Sivasangari improve rank good Singapore outing,other,Others
Alan Shearer spots 'clever' Jürgen Klopp pattern and it can become Liverpool edge over Man City,Alan Shearer spot ' clever ' Jürgen Klopp pattern become Liverpool edge Man City,other,Others
"Ref Watch: VAR right not to award Man City second goal vs Liverpool, says former Premier League official Dermot Gallagher","Ref Watch : VAR right award Man City second goal vs Liverpool , say former Premier League official Dermot Gallagher",premier league,Soccer
Man City 1-1 Liverpool: Analysis of the 'outstanding' Alexander-Arnold and Matip,Man City 1 - 1 Liverpool : analysis ' outstanding ' Alexander - Arnold Matip,other,Others
Liverpool draw at Man City hints at title race on horizon - ESPN,liverpool draw Man City hint title race horizon - ESPN,other,Others
"Man City draw 'instils belief' for Liverpool, Alexander-Arnold says","Man City draw ' instil belief ' Liverpool , Alexander - Arnold say",other,Others
How Etihad redemption signalled 8-month turnaround for Liverpool 2.0 - Liverpool FC,etihad redemption signal 8 - month turnaround Liverpool 2.0 - Liverpool FC,other,Others
Liverpool player ratings vs Man City: Trent Alexander-Arnold steps up to get abject Alisson Becker out of jail,liverpool player rating vs Man City : Trent Alexander - Arnold step get abject Alisson Becker jail,other,Others
Alan Shearer hails 'clever' Jurgen Klopp plan that worked for Liverpool against Man City,Alan Shearer hail ' clever ' Jurgen Klopp plan work Liverpool Man City,other,Others
"Stats: Bellingham overtakes Ronaldo, Halaand hits 50, Messi nightmare 0","stat : Bellingham overtake Ronaldo , Halaand hit 50 , Messi nightmare 0",other,Others
Watch: Haaland record-breaking 50 Premier League goals,watch : Haaland record - break 50 Premier League goal,premier league,Soccer
Are Man City’s rivals convincing? Can we assess Tottenham? Was Garnacho a ‘moment’? – The Briefing,Man City ’s rival convincing ? assess Tottenham ? Garnacho ' moment ' ? – briefing,other,Others
"16 Conclusions on Manchester City 1-1 Liverpool: Alexander-Arnold, Doku, Alisson, Nunez, Silva","16 Conclusions Manchester City 1 - 1 Liverpool : Alexander - Arnold , Doku , Alisson , Nunez , Silva",other,Others
Man City 1-1 Liverpool: Champions have flaws - title race is wide open,Man City 1 - 1 Liverpool : champion flaw - title race wide open,other,Others
Micah Richards labels Man City performance versus Liverpool 'very disappointing',Micah Richards label Man City performance versus Liverpool ' disappointing ',other,Others
Manchester City 1 Liverpool 1: Match Review,Manchester City 1 Liverpool 1 : Match Review,other,Others
"EPL 2023: Scores, results, Arsenal vs Brentford highlights, Kai Havertz goal, table, ladder, Manchester and Liverpool ...","EPL 2023 : score , result , Arsenal vs Brentford highlight , Kai Havertz goal , table , ladder , Manchester Liverpool ...",epl,Soccer
(Video) Trent’s equaliser sparked pandemonium among travelling Liverpool fans at the Etihad,( Video ) Trent ’s equaliser spark pandemonium among travel Liverpool fan Etihad,other,Others
‘He is De Bruyne replacement‘ - how the national media reacted to Man City draw vs Liverpool FC,' De Bruyne replacement ' - national medium react Man City draw vs Liverpool FC,epl,Soccer
Dave Davis: “Trent Goal Was Sensational”,"Dave Davis : "" trent Goal sensational """,other,Others
Etihad draw shows extent of Liverpool improvement - but Manchester City still a step ahead,etihad draw show extent Liverpool improvement - Manchester City still step ahead,other,Others
ESPN pundit amazed by how good two Liverpool players were in the first-half,ESPN pundit amazed good two Liverpool player first - half,other,Others
"Liverpool hold Man City in title showdown, Newcastle crush Chelsea","Liverpool hold Man City title showdown , Newcastle crush Chelsea",other,Others
"Man City vs Liverpool LIVE! Premier League result, match stream, latest updates today","Man City vs Liverpool LIVE ! Premier League result , match stream , late update today",premier league,Soccer
How Liverpool fixtures compare to Man City and Arsenal for the rest of 2023,Liverpool fixture compare Man City Arsenal rest 2023,other,Others
Man City 1-1 Liverpool - Highlights,Man City 1 - 1 Liverpool - Highlights,other,Others
Man City Haaland Shatters Premier League Record,Man City Haaland shatter Premier League Record,premier league,Soccer
"If nothing else, Bernardo Silva showed again why he Bernardo Silva","nothing else , Bernardo Silva show Bernardo Silva",other,Others
Trent Alexander-Arnold could face FA disciplinary action after making candid admission in post-match...,Trent Alexander - Arnold could face fa disciplinary action make candid admission post - match ...,ipl,
"Liverpool hit back to hold Man City, end Etihad winning streak","Liverpool hit back hold Man City , end etihad win streak",other,Others
Two Premier League sides Haaland has not scored against,two Premier League side Haaland score,premier league,Soccer
"Soccer-Haaland hits new record, but Man City lose top spot to Arsenal","Soccer - Haaland hit new record , Man City lose top spot Arsenal",other,Others
Quickest players to reach 50 Premier League goals,quickest player reach 50 Premier League goal,premier league,Soccer
Man City player ratings v Liverpool - One player earns 8/10 as three get 7/10 - gallery,Man City player rating v Liverpool - one player earn 8/10 three get 7/10 - gallery,other,Others
Liverpool hold Man City as Arsenal go top,Liverpool hold Man City Arsenal go top,other,Others
Jurgen Klopp comments hint he agrees with Gary Neville over Liverpool title challenge,Jurgen Klopp comment hint agree Gary Neville Liverpool title challenge,other,Others
Premier League: Liverpool`s late equaliser ends Manchester City winning run at home,Premier League : Liverpool`s late equaliser end Manchester City win run home,premier league,Soccer
English Premier League: Manchester City vs. Liverpool,English Premier League : Manchester City vs. Liverpool,premier league,Soccer
WATCH: Manchester City Erling Haaland becomes quickest player to reach 50 Premier League goals after mistake by ...,WATCH : Manchester City Erling Haaland become quick player reach 50 Premier League goal mistake ...,premier league,Soccer
Manchester City vs. Liverpool score: Bernardo Silva enlivens a tense 1-1 draw at top of Premier League table,Manchester City vs. Liverpool score : Bernardo Silva enliven tense 1 - 1 draw top Premier League table,premier league,Soccer
Klopp lauds uper influential' Alexander-Arnold,Klopp laud uper influential ' Alexander - Arnold,nfl,Football
Liverpool boss Klopp happy with Man City point: Trent made the difference,liverpool boss Klopp happy Man City point : trent make difference,other,Others
"Manchester City 1, Liverpool 1 - Recap: All Level at the Etihad","Manchester City 1 , Liverpool 1 - recap : level Etihad",other,Others
"Liverpool hold Manchester City, as Arsenal go top","Liverpool hold Manchester City , arsenal go top",other,Others
Liverpool Claim Point Away At Man City With Alexander-Arnold Equaliser,Liverpool Claim Point away Man City Alexander - Arnold Equaliser,other,Others
Liverpool hold Man City as Arsenal go to top of table,Liverpool hold Man City Arsenal go top table,other,Others
Manchester City 1-1 Liverpool – Premier League result as Trent Alexander-Arnold cancels out Erling Haaland record ...,Manchester City 1 - 1 Liverpool – Premier League result Trent Alexander - Arnold cancel Erling Haaland record ...,premier league,Soccer
"Man City draw ‘instils belief’ for Liverpool, Alexander-Arnold says","Man City draw ' instil belief ' Liverpool , Alexander - Arnold say",other,Others
Liverpool player ratings: two score 8/10 but three 5/10s in Man City draw - gallery,liverpool player rating : two score 8/10 three 5/10s Man City draw - gallery,other,Others
Barça Gavi out for up to 10 months after ACL surgery - source,Barça Gavi 10 month ACL surgery - source,other,Others
Tottenham stance on Lo Celso clear as Barcelona seek Gavi replacement,Tottenham stance Lo Celso clear Barcelona seek Gavi replacement,epl,Soccer
Xavi discusses Barcelona’s plans to replace Gavi in January transfer window,Xavi discuss Barcelona ’s plan replace Gavi January transfer window,epl,Soccer
Out for 8 months. The Barcelona star was seriously injured in a match for the national team,8 month . Barcelona star seriously injure match national team,other,Others
Gavi: Barcelona Youngster Sustains Season Ending Injury in Spain Win Over Georgia,Gavi : Barcelona Youngster Sustains Season Ending Injury Spain Win Georgia,other,Others
Barcelona President Joan Laporta ‘delegates’ task of finding Gavi replacement in the transfer market,Barcelona President Joan Laporta ' delegate ’ task find Gavi replacement transfer market,epl,Soccer
Exclusive: ‘Would be mad’ – Fabrizio Romano discusses Gavi’s replacement at Barcelona,exclusive : ' would mad ' – Fabrizio Romano discuss Gavi ’s replacement Barcelona,epl,Soccer
OFFICIAL: The Barça confirms that the operation of Gavi has gone well,OFFICIAL : Barça confirm operation Gavi go well,other,Others
Barcelona set to land Liverpool star in January transfer as details of deal emerge – Reports,Barcelona set land Liverpool star January transfer detail deal emerge – report,other,Others
Liverpool star seen as option to make surprise January return to former club - Would fit their ‘objective’,Liverpool star see option make surprise January return former club - would fit ' objective ',other,Others
The Official Home of MotoGP,official Home MotoGP,other,Others
"Pramac boss: “This is just 1-0 Ducati, next season could be 1-1”","pramac boss : "" 1 - 0 Ducati , next season could 1 - 1 """,other,Others
Valentino Rossi was a top counsellor for Pecco Bagnaia at Valencia: 'He told me to be calm and understand the situation',Valentino Rossi top counsellor Pecco Bagnaia Valencia : ' tell I calm understand situation ',other,Others
"MotoGP, Ciabatti: The Ducati captain is Bagnaia so Marquez will have to deal with him","MotoGP , Ciabatti : Ducati captain Bagnaia Marquez deal",other,Others
Ducati’s Bagnaia wins Valencia GP to defend MotoGP title,Ducati ’s Bagnaia win Valencia GP defend MotoGP title,other,Others
Motorcycling-Ducati Bagnaia retains MotoGP title with Valencia GP win,Motorcycling - Ducati Bagnaia retain motogp title Valencia GP win,other,Others
Bagnaia retains MotoGP title as Martin crashes in Valencia,Bagnaia retain motogp title Martin crash Valencia,other,Others
Bagnaia in dreamland as he retains MotoGP title in style,Bagnaia dreamland retain motogp title style,other,Others
2023 MotoGP: Bagnaia defends Championship title - paultan.org,2023 MotoGP : Bagnaia defend Championship title - paultan.org,other,Others
10 things we learned from the 2023 MotoGP Valencia Grand Prix,10 thing learn 2023 MotoGP Valencia Grand Prix,other,Others
MotoGP Finale Promises Neck-and-Neck Action,MotoGP Finale Promises Neck - - Neck Action,other,Others
Martin wins sprint to turn up MotoGP title pressure on Bagnaia,Martin win sprint turn motogp title pressure Bagnaia,other,Others
2023 Valencian GP Results,2023 valencian gp result,other,Others
Bagnaia: 'I've never felt happiness this high',Bagnaia : ' I never feel happiness high ',other,Others
'Valentino told me to be calm and understand the situation',' Valentino tell I calm understand situation ',other,Others
MotoGP 2023 Final Showdown: How can 'Pecco' Bagnaia seal the title at Valencia Sprint,MotoGP 2023 Final Showdown : ' Pecco ' Bagnaia seal title Valencia Sprint,other,Others
Valencia Grand Prix 2023 MotoGP rider rankings,Valencia Grand Prix 2023 MotoGP rider ranking,other,Others
Pecco Bagnaia’s Triumph – A Roaring Symphony of Victory,Pecco Bagnaia ’s Triumph – Roaring Symphony Victory,other,Others
"Bagnaia: Martin will be ""more in trouble than today"" for MotoGP title decider","Bagnaia : Martin "" trouble today "" MotoGP title decider",other,Others
In pics: Sprint race of Valencia MotoGP,pic : sprint race Valencia MotoGP,other,Others
Bagnaia wins Valencia race to clinch his 2nd straight MotoGP title,Bagnaia win Valencia race clinch 2nd straight motogp title,other,Others
Francesco Bagnaia claims MotoGP world title again after Martín crash,Francesco Bagnaia claim MotoGP world title Martín crash,other,Others
Francesco Bagnaia on Jorge Martin battle as showdown looms - 'Pressure different but ambition the same',Francesco Bagnaia Jorge Martin battle showdown loom - ' pressure different ambition ',other,Others
MotoGP: Race Results From Valencia (Updated With Revised Results),motogp : race result Valencia ( update Revised result ),other,Others
“Will Do the Maximum for Sure” - Pecco Bagnaia MotoGP Championship Fate Hangs on Conclusive Sprint Race for ...,""" Maximum sure "" - Pecco Bagnaia MotoGP Championship Fate Hangs Conclusive Sprint Race ...",other,Others
"MotoGP 2023: Valencia Grand Prix preview, Francesco Bagnaia versus Jorge Martin for the riders championship, title ...","MotoGP 2023 : Valencia Grand Prix preview , Francesco Bagnaia versus Jorge Martin rider championship , title ...",other,Others
Ducati Bagnaia retains MotoGP title with Valencia GP win,Ducati Bagnaia retain motogp title Valencia GP win,other,Others
Francesco Bagnaia crowned 2023 MotoGP champion as Jorge Martin crashes dramatic Valencia GP,Francesco Bagnaia crown 2023 motogp champion Jorge Martin crash dramatic Valencia GP,other,Others
Francesco Bagnaia retains MotoGP title after Valencia victory,Francesco Bagnaia retain motogp title Valencia victory,other,Others
"Francesco Bagnaia wins Valencia GP, 2nd straight MotoGP title - ESPN","Francesco Bagnaia win Valencia GP , 2nd straight MotoGP title - ESPN",other,Others
Provisional 2024 MotoGP™ entry list: who sits where next year?,provisional 2024 motogp ™ entry list : sit next year ?,other,Others
"FIRST-LOOK: New colours, new teams and new bikes!","FIRST - LOOK : new colour , new team new bike !",other,Others
Morning Session: 2024 Official Valencia Test,Morning Session : 2024 official Valencia Test,other,Others
Ducati boss shares 'team orders' decision for Sunday Valencia MotoGP,Ducati boss share ' team order ' decision Sunday Valencia MotoGP,other,Others
Afternoon Session: 2024 Valencia Test,Afternoon Session : 2024 Valencia Test,other,Others
"Jorge Martin: “Marc Marquez saw me, released the brakes”","Jorge Martin : "" Marc Marquez see I , release brake """,other,Others
"""I want to hear his comments"" – Dall'Igna intrigued by M. Marquez debut",""" I want hear comment "" – Dall'Igna intrigue M. Marquez debut",other,Others
FIRST THOUGHTS: Ducati and Yamaha newboys talk Valencia Test,first THOUGHTS : Ducati Yamaha newboy talk Valencia Test,other,Others
"Francesco Bagnaia, your 2023 MotoGP™ World Champion","Francesco Bagnaia , 2023 MotoGP ™ World Champion",other,Others
MotoGP™ Beats: Lights Out Gala,motogp ™ beat : Lights Gala,other,Others
"MotoGP, Dall'Igna: Martìn was great in the end, but I think the best man won","MotoGP , Dall'Igna : Martìn great end , I think good man win",other,Others
Martin: Pecco has done an outstanding job,Martin : Pecco outstanding job,other,Others
GALLERY: The best images from the Valencia GP,GALLERY : good image Valencia gp,other,Others
"Di Giannantonio: ""Mooney VR46 is one of the best teams""","Di Giannantonio : "" Mooney VR46 one good team """,other,Others
"Martin ""had big balls"" to win vital Valencia MotoGP sprint","Martin "" big ball "" win vital Valencia MotoGP sprint",other,Others
Valencia Test: The new signings take the spotlight,Valencia Test : new signing take spotlight,other,Others
Man Utd Ten Hag urges calm amid fiery Galatasaray atmosphere - ESPN,Man Utd Ten Hag urge calm amid fiery Galatasaray atmosphere - ESPN,other,Others
Galatasaray plan to upset Man United in Champions League,galatasaray plan upset Man United Champions League,champions league,
'Make it your game': Erik ten Hag tells players to keep cool against Galatasaray,' make game ' : Erik ten Hag tell player keep cool Galatasaray,other,Others
"United have Hojlund, Antony back for Champions League clash at Galatasaray","United Hojlund , Antony back Champions League clash Galatasaray",champions league,
Welcome back to 'Hell': Man United braced for Galatasaray cauldron in Champions League,welcome back ' hell ' : Man United braced Galatasaray cauldron Champions League,champions league,
Match preview: Galatasaray v United,match preview : Galatasaray v United,other,Others
Welcome back to 'Hell': Man Utd braced for Galatasaray cauldron,welcome back ' Hell ' : Man Utd brace Galatasaray cauldron,other,Others
"Big Midweek: Galatasaray v Man Utd, Newcastle, Arsenal keeper, Brighton boss","Big Midweek : Galatasaray v Man Utd , Newcastle , Arsenal keeper , Brighton boss",other,Others
"Thirty years after they ran gauntlet of hate in Istanbul, Man United are ready for another fiery 'Welcome to H","thirty year run gauntlet hate Istanbul , Man United ready another fiery ' welcome h",other,Others
"Man Utd news LIVE: Garnacho Ronaldo warning, Werner transfer interest, Galatasaray latest","Man Utd news live : Garnacho Ronaldo warning , werner transfer interest , Galatasaray late",other,Others
Ten Hag insists Man Utd can win at Galasataray,ten Hag insist Man Utd win Galasataray,other,Others
Manchester United takeover news recap Champions League preview and Man Utd squad updates,Manchester United takeover news recap Champions League preview Man Utd squad update,champions league,
Man United set for another fiery match against Galatasaray with Champions League hopes in peril,Man United set another fiery match Galatasaray Champions League hope peril,champions league,
"Galatasaray vs. Manchester United prediction, odds: UEFA Champions League picks, best bets for Nov. 29, 2023 from ...","Galatasaray vs. Manchester United prediction , odd : UEFA Champions League pick , good bet Nov. 29 , 2023 ...",uefa,
Exclusive: Erik ten Hag believes 'pressing machine' Man Utd are going in 'right direction' ahead of Galatasaray clash,exclusive : Erik ten Hag believe ' press machine ' Man Utd go ' right direction ' ahead Galatasaray clash,other,Others
Fernandes undaunted as Man Utd prepare for Galatasaray test,fernande undaunted Man Utd prepare Galatasaray test,other,Others
"Man Utd winger returns to training after injury, major boost with star suspended","Man Utd winger return training injury , major boost star suspend",other,Others
Welcome back to Hell: Manchester United meet Galatasaray again 30 years after notorious clash,welcome back hell : Manchester United meet Galatasaray 30 year notorious clash,other,Others
Manchester United next results will set the mood for Sir Jim Ratcliffe arrival,Manchester United next result set mood Sir Jim Ratcliffe arrival,other,Others
View from the Enemy: Q&A with a Turkish football expert on Galatasaray,view Enemy : Q&A turkish football expert Galatasaray,other,Others
Erik ten Hag confident Man Utd can handle 'Welcome to Hell' hostility,Erik ten Hag confident Man Utd handle ' welcome Hell ' hostility,other,Others
"Galatasaray vs. Manchester United: Live Stream, Time, & How to Watch The Match Online","Galatasaray vs. Manchester United : live Stream , Time , & watch Match Online",other,Others
"Galatasaray vs Man Utd tips and predictions: Goals, corners, cards and chaos","Galatasaray vs Man Utd tip prediction : goal , corner , card chaos",other,Others
Man Utd injury boost as two stars return to training ahead of must-win Champions League clash vs...,Man Utd injury boost two star return training ahead must - win Champions League clash vs ...,champions league,
"Predicted MUFC XI vs Galatasaray (Champions League away, 2023/24)","predict MUFC XI vs Galatasaray ( Champions League away , 2023/24 )",champions league,
Champions League hopes in peril,Champions League hope peril,champions league,
"Galatasaray vs Man United lineups, starting 11s, team news for Champions League match with Rashford suspended","Galatasaray vs Man United lineup , start 11 , team news Champions League match Rashford suspend",champions league,
Galatasaray Boss Reveals Injury Blow Ahead of Man United Clash – Turkish Football,Galatasaray Boss reveal Injury Blow ahead Man United Clash – Turkish Football,other,Others
Galatasaray vs Manchester United Prediction | The Analyst,Galatasaray vs Manchester United Prediction | analyst,other,Others
Predicted XI: [4-2-3-1] Mainoo to start against Galatasaray after his performance against Everton? Hojlund to return too?,Predicted XI : [ 4 - 2 - 3 - 1 ] Mainoo start Galatasaray performance Everton ? hojlund return ?,other,Others
Man Utd XI vs Galatasaray: Predicted lineup and confirmed team news,Man Utd XI vs Galatasaray : Predicted lineup confirm team news,other,Others
Erik ten Hag confirms injured Man Utd duo will return v Galatasaray,Erik ten Hag confirm injure Man Utd duo return v Galatasaray,other,Others
Galatasaray coach sticks knife into 'nervous' Man Utd stars ahead of Champions League tie,Galatasaray coach stick knife ' nervous ' Man Utd star ahead Champions League tie,champions league,
Bruno Fernandes excited for 'amazing' atmosphere at Galatasaray,Bruno Fernandes excite ' amazing ' atmosphere Galatasaray,other,Others
"UEFA Champions League, Galatasaray Vs Manchester United Live Football Streaming: How to Watch GAL Vs MUFC Football Match On TV And Online","UEFA Champions League , Galatasaray Vs Manchester United Live Football Streaming : watch GAL Vs MUFC Football Match tv online",uefa,
Erik ten Hag receives major Rasmus Hojlund injury update ahead of Man United vs Galatasaray,Erik ten Hag receive major Rasmus Hojlund injury update ahead Man United vs Galatasaray,other,Others
Erik Ten Hag outlines how 'calm' Man Utd can negotiate Istanbul atmosphere,Erik Ten Hag outline ' calm ' Man Utd negotiate Istanbul atmosphere,other,Others
Man Utd squad list for Galatasaray clash,Man Utd squad list Galatasaray clash,other,Others
Galatasaray cauldron awaits United for must-win clash,Galatasaray cauldron await United must - win clash,other,Others
Man Utd vs Galatasaray: Complete head-to-head record,Man Utd vs Galatasaray : complete head - - head record,other,Others
Ten Hag urges Man Utd to keep calm in Galatasaray cauldron,ten hag urge Man Utd keep calm Galatasaray cauldron,other,Others
Champions League: Bruno Fernandes relishes prospect of playing against Galatasaray,Champions League : Bruno Fernandes relish prospect play Galatasaray,champions league,
Welcome to Hell – Erik ten Hag confident Man Utd can handle Gala atmosphere,welcome Hell – Erik ten Hag confident Man Utd handle Gala atmosphere,other,Others
Bruno Fernandes welcomes Manchester United trip to 'hell',Bruno Fernandes welcome Manchester United trip ' hell ',other,Others
Galatasaray vs Manchester United: UCL Match Preview,Galatasaray vs Manchester United : UCL Match Preview,other,Others
Keeper Mendoza cites salary issues as one of the reasons for leaving KL City,Keeper Mendoza cite salary issue one reason leave KL City,other,Others
Football: Keeper Mendoza bids farewell to City Boys,football : Keeper Mendoza bid farewell City Boys,other,Others
What football administrators could learn from Mendoza M-League departure,football administrator could learn Mendoza M - League departure,other,Others
"Mendoza leaves KL City, joins Hodak in Indonesia","Mendoza leave KL City , join Hodak Indonesia",other,Others
Ronaldo tells ref to overturn penalty he won in Asian Champions League match,Ronaldo tell ref overturn penalty win Asian Champions League match,champions league,
Mixed fortunes for shuttlers at Syed Modi International,mixed fortune shuttler Syed Modi International,other,Others
Al Nassr vs Persepolis – AFC Champions League Group E match preview,Al Nassr vs Persepolis – AFC Champions League Group E match preview,champions league,
"No penalty, no problem! Cristiano Ronaldo in good spirits despite drawing a blank in Al-Nassr AFC Champions ...","penalty , problem ! Cristiano Ronaldo good spirit despite draw blank Al - Nassr AFC Champions ...",other,Others
Cristiano Ronaldo asks referee to overturn penalty decision given to him during Asian Champions League game,Cristiano Ronaldo ask referee overturn penalty decision give Asian Champions League game,champions league,
Cristiano Ronaldo 'turns down penalty' and it massive news; sportswashing is complete,Cristiano Ronaldo ' turn penalty ' massive news ; sportswashing complete,other,Others
Watch: Ronaldo Selfless Act After Being Awarded Penalty Stuns Internet,watch : Ronaldo Selfless Act award Penalty Stuns internet,other,Others
Cristiano Ronaldo sportingly tells referee to OVERTURN decision to award him a penalty in AFC Champions League,Cristiano Ronaldo sportingly tell referee overturn decision award penalty AFC Champions League,champions league,
Cristiano Ronaldo bizarre act of sportsmanship stuns as he corrects referee,Cristiano Ronaldo bizarre act sportsmanship stun correct referee,other,Others
Kenny Archer: Honesty fine for Cristiano Ronaldo but proves costly for Wolves,Kenny Archer : honesty fine Cristiano Ronaldo prove costly wolf,other,Others
Ronaldo tells ref to overturn penalty he won in AFC match,Ronaldo tell ref overturn penalty win AFC match,other,Others
Cristiano Ronaldo breaks silence after turning down Al-Nassr penalty as neck injury update provided,Cristiano Ronaldo break silence turn Al - Nassr penalty neck injury update provide,other,Others
AFC CL: Ronaldo convinces referee to overturn penalty he won during Al Nassr-Persepolis tie - Watch,AFC CL : Ronaldo convince referee overturn penalty win Al Nassr - Persepolis tie - watch,other,Others
VIDEO. Incredible respect! Ronaldo earned a penalty but informed the referee that there was no foul,video . incredible respect ! Ronaldo earn penalty inform referee foul,other,Others
Goalless draw enough for 10-man Al-Nassr to reach last 16 of Asian Champions League,goalless draw enough 10 - man Al - Nassr reach last 16 Asian Champions League,champions league,
‘Not a foul’: Cristiano Ronaldo wins penalty but tells referee to overturn decision,' foul ' : Cristiano Ronaldo win penalty tell referee overturn decision,other,Others
WATCH: Cristiano Ronaldo praised for surprise sporting gesture in Asian Champions League,WATCH : Cristiano Ronaldo praise surprise sporting gesture Asian Champions League,champions league,
Ronaldo Al Nassr Seal AFC Champions League Knockout Qualification After Persepolis Draw,Ronaldo Al Nassr Seal AFC Champions League Knockout Qualification Persepolis Draw,champions league,
"Ronaldo rejects penalty he was awarded against Persepolis, asks referee to overturn decision; WATCH","Ronaldo reject penalty award Persepolis , ask referee overturn decision ; WATCH",other,Others
Why did Ronaldo ask Chinese referee not to award him a penalty?,Ronaldo ask chinese referee award penalty ?,other,Others
Soccer-Ronaldo tells ref to overturn penalty he won in Asian Champions League match,Soccer - Ronaldo tell ref overturn penalty win Asian Champions League match,champions league,
Ten-man Al-Nassr secure spot in Asian Champions League last 16,ten - man Al - Nassr secure spot Asian Champions League last 16,champions league,
Cristiano Ronaldo shows true colours as Al Nassr rivals complain after winning penalty,Cristiano Ronaldo show true colour Al Nassr rival complain win penalty,other,Others
Cristiano Ronaldo turns down penalty in remarkable sports gesture,Cristiano Ronaldo turn penalty remarkable sport gesture,other,Others
"AFC Champions League 2023-24 Wrap: Cristiano Ronaldo Honesty, Al-Duhail First Win and Al-Ittihad Advancement To Last 16","AFC Champions League 2023 - 24 Wrap : Cristiano Ronaldo Honesty , Al - Duhail First Win Al - Ittihad Advancement last 16",champions league,
Ronaldo steps up to urge ref to reverse penalty decision,ronaldo step urge ref reverse penalty decision,other,Others
"Cristiano Ronaldo most humble gesture: he falls in the penalty area, is awarded a penalty but he tells the referee it wasn't one","Cristiano Ronaldo humble gesture : fall penalty area , award penalty tell referee n't one",other,Others
Syed Modi International 2023 badminton: Ashwini Ponnappa-Rohan Kapoor in second round,Syed Modi International 2023 badminton : Ashwini Ponnappa - Rohan Kapoor second round,other,Others
"Syed Modi International 2023: Ashwini Ponnappa-Rohan Kapoor, N Sikki-Sumeeth Reddy advance to second round","Syed Modi International 2023 : Ashwini Ponnappa - Rohan Kapoor , N Sikki - Sumeeth Reddy advance second round",other,Others
Fernandes defends Man Utd captaincy after leadership criticism - ESPN,fernande defend Man Utd captaincy leadership criticism - ESPN,other,Others
Ronaldo tells referee to overturn penalty he won in AFC Champions League,Ronaldo tell referee overturn penalty win AFC Champions League,champions league,
Ronaldo Al Nassr reach Asian Champions League last 16 with Persepolis draw,Ronaldo Al Nassr reach Asian Champions League last 16 Persepolis draw,champions league,
Ronaldo’s ‘spectacular sportsmanship’ act,Ronaldo ’s ' spectacular sportsmanship ' act,other,Others
Al Nassr Cristiano Ronaldo Corrects Referee to Reject His Penalty | WATCH,Al Nassr Cristiano Ronaldo Corrects Referee reject Penalty | WATCH,other,Others
Cristiano Ronaldo hailed for making ref overturn Al Nassr penalty – but then they fail to win,Cristiano Ronaldo hail make ref overturn Al Nassr penalty – fail win,other,Others
Watch Cristiano Ronaldo selfless act: Tells referee to overturn penalty he won in AFC Champions League,watch Cristiano Ronaldo selfless act : tell referee overturn penalty win AFC Champions League,champions league,
